model_type,seed,action_mode,episode_id,episode_seed,step,reward,done,success,action,goal_updated,goal_age,goal_norm,goal_delta_l2,goal_cosine_prev,policy_entropy,top1_prob,chosen_action_prob,top1_action,action_changed_from_prev_step,hidden_norm,action_prob_kl_from_prev,top1_action_changed_on_goal_update,goal_vector,action_probs
baseline,44,argmax,1,1044,0,0.0,False,True,5,True,0,2.5215702056884766,,,1.4407525062561035,0.4956005811691284,0.4956005811691284,5,,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00371944,0.01420967,0.16203515,0.11456724,0.08292472,0.49560058,0.12694313]"
baseline,44,argmax,1,1044,1,0.0,False,True,2,False,1,2.5215702056884766,0.0,0.9999998687732233,1.2045308351516724,0.6195704340934753,0.6195704340934753,2,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00187531,0.00854017,0.61957043,0.12019014,0.11336028,0.03963749,0.09682614]"
baseline,44,argmax,1,1044,2,0.0,False,True,2,False,2,2.5215702056884766,0.0,0.9999998687732233,1.207699179649353,0.6192236542701721,0.6192236542701721,2,False,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.0012501,0.00657006,0.61922365,0.11034276,0.11984466,0.05298852,0.08978026]"
baseline,44,argmax,1,1044,3,0.0,False,True,2,False,3,2.5215702056884766,0.0,0.9999998687732233,1.570724368095398,0.4562833607196808,0.4562833607196808,2,False,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.01694179,0.05695188,0.45628336,0.13349476,0.16018009,0.05907767,0.11707046]"
baseline,44,argmax,1,1044,4,0.0,False,True,1,False,4,2.5215702056884766,0.0,0.9999998687732233,1.8772964477539062,0.2785399854183197,0.2785399854183197,1,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.10293086,0.27853999,0.10304473,0.10672861,0.13574336,0.14473687,0.12827565]"
baseline,44,argmax,1,1044,5,0.0,False,True,2,False,5,2.5215702056884766,0.0,0.9999998687732233,1.4367504119873047,0.5242341160774231,0.5242341160774231,2,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00829453,0.02660856,0.52423412,0.11939842,0.13496387,0.07267912,0.11382134]"
baseline,44,argmax,1,1044,6,0.0,False,True,0,False,6,2.5215702056884766,0.0,0.9999998687732233,1.2334054708480835,0.6554186940193176,0.6554186940193176,0,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.65541869,0.09514324,0.02449135,0.03559538,0.06200768,0.06305445,0.06428923]"
baseline,44,argmax,1,1044,7,0.0,False,True,5,False,7,2.5215702056884766,0.0,0.9999998687732233,1.5466077327728271,0.4617491662502289,0.4617491662502289,5,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.02245807,0.02011356,0.13508174,0.11707498,0.09006926,0.46174917,0.15345325]"
baseline,44,argmax,1,1044,8,0.0,False,True,2,False,8,2.5215702056884766,0.0,0.9999998687732233,1.1874444484710693,0.6303611397743225,0.6303611397743225,2,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00321745,0.01046869,0.63036114,0.11410335,0.11695487,0.0327732,0.0921213]"
baseline,44,argmax,1,1044,9,0.0,False,True,2,False,9,2.5215702056884766,0.0,0.9999998687732233,1.0782232284545898,0.6794902086257935,0.6794902086257935,2,False,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00040689,0.00229104,0.67949021,0.08870021,0.09604993,0.05513169,0.07793016]"
