model_type,seed,action_mode,episode_id,episode_seed,step,reward,done,success,action,goal_updated,goal_age,goal_norm,goal_delta_l2,goal_cosine_prev,policy_entropy,top1_prob,chosen_action_prob,top1_action,action_changed_from_prev_step,hidden_norm,action_prob_kl_from_prev,top1_action_changed_on_goal_update,goal_vector,action_probs
baseline,44,sample,1,1044,0,0.0,False,True,5,True,0,2.5215702056884766,,,1.4407525062561035,0.4956005811691284,0.4956005811691284,5,,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00371944,0.01420967,0.16203515,0.11456724,0.08292472,0.49560058,0.12694313]"
baseline,44,sample,1,1044,1,0.0,False,True,5,False,1,2.5215702056884766,0.0,0.9999998687732233,1.2045308351516724,0.6195704340934753,0.0396374948322773,2,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00187531,0.00854017,0.61957043,0.12019014,0.11336028,0.03963749,0.09682614]"
baseline,44,sample,1,1044,2,0.0,False,True,1,False,2,2.5215702056884766,0.0,0.9999998687732233,1.4407525062561035,0.4956005811691284,0.014209666289389133,5,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00371944,0.01420967,0.16203515,0.11456724,0.08292472,0.49560058,0.12694313]"
baseline,44,sample,1,1044,3,0.0,False,True,0,False,3,2.5215702056884766,0.0,0.9999998687732233,1.339839220046997,0.5985803008079529,0.5985803008079529,0,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.5985803,0.14115512,0.03225734,0.04482839,0.07891958,0.04179403,0.06246521]"
baseline,44,sample,1,1044,4,0.0,False,True,4,False,4,2.5215702056884766,0.0,0.9999998687732233,1.4407525062561035,0.4956005811691284,0.08292471617460251,5,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00371944,0.01420967,0.16203515,0.11456724,0.08292472,0.49560058,0.12694313]"
baseline,44,sample,1,1044,5,0.0,False,True,5,False,5,2.5215702056884766,0.0,0.9999998687732233,1.4407525062561035,0.4956005811691284,0.4956005811691284,5,False,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00371944,0.01420967,0.16203515,0.11456724,0.08292472,0.49560058,0.12694313]"
baseline,44,sample,1,1044,6,0.0,False,True,6,False,6,2.5215702056884766,0.0,0.9999998687732233,1.2045308351516724,0.6195704340934753,0.09682614356279373,2,True,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00187531,0.00854017,0.61957043,0.12019014,0.11336028,0.03963749,0.09682614]"
baseline,44,sample,1,1044,7,0.0,False,True,2,False,7,2.5215702056884766,0.0,0.9999998687732233,1.2045308351516724,0.6195704340934753,0.6195704340934753,2,False,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.00187531,0.00854017,0.61957043,0.12019014,0.11336028,0.03963749,0.09682614]"
baseline,44,sample,1,1044,8,0.0,False,True,6,False,8,2.5215702056884766,0.0,0.9999998687732233,1.207699179649353,0.6192236542701721,0.08978026360273361,2,False,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.0012501,0.00657006,0.61922365,0.11034276,0.11984466,0.05298852,0.08978026]"
baseline,44,sample,1,1044,9,0.0,False,True,2,False,9,2.5215702056884766,0.0,0.9999998687732233,1.207699179649353,0.6192236542701721,0.6192236542701721,2,False,3.416002035140991,,,"[-0.425973,-0.118788,0.364588,-0.209922,-0.293,0.074791,-0.092744,-0.664621,-0.070354,-0.451961,-0.085778,1.435183,-0.140059,-0.18232,1.720456,0.393503]","[0.0012501,0.00657006,0.61922365,0.11034276,0.11984466,0.05298852,0.08978026]"
baseline,44,sample,1,1044,10,0.0,False,True,5,True,0,2.693253755569458,0.3380340337753296,0.9937572118119081,1.5572599172592163,0.465202659368515,0.05665623024106026,2,False,3.684451103210449,0.08110076189041138,False,"[-0.439,-0.042517,0.289138,-0.265302,-0.303454,-0.065653,0.014502,-0.708542,-0.029357,-0.45095,-0.0065,1.575912,-0.084151,-0.155293,1.872354,0.286008]","[0.01707875,0.05601583,0.46520266,0.13103154,0.15827189,0.05665623,0.11574308]"
baseline,44,sample,1,1044,11,0.0,False,True,3,False,1,2.693253755569458,0.0,1.0000000088620167,1.5572599172592163,0.465202659368515,0.13103154301643372,2,False,3.684451103210449,,,"[-0.439,-0.042517,0.289138,-0.265302,-0.303454,-0.065653,0.014502,-0.708542,-0.029357,-0.45095,-0.0065,1.575912,-0.084151,-0.155293,1.872354,0.286008]","[0.01707875,0.05601583,0.46520266,0.13103154,0.15827189,0.05665623,0.11574308]"
baseline,44,sample,1,1044,12,0.0,False,True,2,False,2,2.693253755569458,0.0,1.0000000088620167,1.5572599172592163,0.465202659368515,0.465202659368515,2,False,3.684451103210449,,,"[-0.439,-0.042517,0.289138,-0.265302,-0.303454,-0.065653,0.014502,-0.708542,-0.029357,-0.45095,-0.0065,1.575912,-0.084151,-0.155293,1.872354,0.286008]","[0.01707875,0.05601583,0.46520266,0.13103154,0.15827189,0.05665623,0.11574308]"
baseline,44,sample,1,1044,13,0.0,False,True,0,False,3,2.693253755569458,0.0,1.0000000088620167,1.8787761926651,0.27805349230766296,0.1071472316980362,1,True,3.684451103210449,,,"[-0.439,-0.042517,0.289138,-0.265302,-0.303454,-0.065653,0.014502,-0.708542,-0.029357,-0.45095,-0.0065,1.575912,-0.084151,-0.155293,1.872354,0.286008]","[0.10714723,0.27805349,0.10366089,0.10543575,0.13572802,0.14131558,0.128659]"
baseline,44,sample,1,1044,14,0.0,False,True,0,False,4,2.693253755569458,0.0,1.0000000088620167,1.2223581075668335,0.6641714572906494,0.6641714572906494,0,True,3.684451103210449,,,"[-0.439,-0.042517,0.289138,-0.265302,-0.303454,-0.065653,0.014502,-0.708542,-0.029357,-0.45095,-0.0065,1.575912,-0.084151,-0.155293,1.872354,0.286008]","[0.66417146,0.07786063,0.02831743,0.03711645,0.06208073,0.06356671,0.06688654]"
baseline,44,sample,1,1044,15,0.0,False,True,1,False,5,2.693253755569458,0.0,1.0000000088620167,1.444831132888794,0.5666130185127258,0.08954329788684845,0,False,3.684451103210449,,,"[-0.439,-0.042517,0.289138,-0.265302,-0.303454,-0.065653,0.014502,-0.708542,-0.029357,-0.45095,-0.0065,1.575912,-0.084151,-0.155293,1.872354,0.286008]","[0.56661302,0.0895433,0.0590021,0.05991173,0.09886716,0.04377014,0.08229259]"
baseline,44,sample,1,1044,16,0.0,False,True,0,False,6,2.693253755569458,0.0,1.0000000088620167,1.2223581075668335,0.6641714572906494,0.6641714572906494,0,False,3.684451103210449,,,"[-0.439,-0.042517,0.289138,-0.265302,-0.303454,-0.065653,0.014502,-0.708542,-0.029357,-0.45095,-0.0065,1.575912,-0.084151,-0.155293,1.872354,0.286008]","[0.66417146,0.07786063,0.02831743,0.03711645,0.06208073,0.06356671,0.06688654]"
baseline,44,sample,1,1044,17,0.0,False,True,0,False,7,2.693253755569458,0.0,1.0000000088620167,1.444831132888794,0.5666130185127258,0.5666130185127258,0,False,3.684451103210449,,,"[-0.439,-0.042517,0.289138,-0.265302,-0.303454,-0.065653,0.014502,-0.708542,-0.029357,-0.45095,-0.0065,1.575912,-0.084151,-0.155293,1.872354,0.286008]","[0.56661302,0.0895433,0.0590021,0.05991173,0.09886716,0.04377014,0.08229259]"
baseline,44,sample,1,1044,18,0.0,False,True,2,False,8,2.693253755569458,0.0,1.0000000088620167,1.4193623065948486,0.5341475605964661,0.5341475605964661,2,True,3.684451103210449,,,"[-0.439,-0.042517,0.289138,-0.265302,-0.303454,-0.065653,0.014502,-0.708542,-0.029357,-0.45095,-0.0065,1.575912,-0.084151,-0.155293,1.872354,0.286008]","[0.0082134,0.02604287,0.53414756,0.116769,0.13285919,0.06940288,0.11256509]"
baseline,44,sample,1,1044,19,0.0,False,True,0,False,9,2.693253755569458,0.0,1.0000000088620167,1.2120097875595093,0.6643973588943481,0.6643973588943481,0,True,3.684451103210449,,,"[-0.439,-0.042517,0.289138,-0.265302,-0.303454,-0.065653,0.014502,-0.708542,-0.029357,-0.45095,-0.0065,1.575912,-0.084151,-0.155293,1.872354,0.286008]","[0.66439736,0.09305982,0.02407677,0.03444218,0.06081634,0.06048817,0.0627194]"
