model_type,seed,action_mode,episode_id,episode_seed,step,reward,done,success,action,goal_updated,goal_age,goal_norm,goal_delta_l2,goal_cosine_prev,policy_entropy,top1_prob,chosen_action_prob,top1_action,action_changed_from_prev_step,hidden_norm,action_prob_kl_from_prev,top1_action_changed_on_goal_update,goal_vector,action_probs
ablation,11,argmax,1,1011,0,0.0,False,True,1,True,0,1.270607590675354,,,1.817601203918457,0.27587324380874634,0.27587324380874634,1,,0.0,,,"[0.220298,0.570144,0.657438,0.532541,0.24569,0.155273,0.032029,-0.210978,-0.068676,-0.02576,-0.328354,0.028448,0.333408,-0.408769,-0.051984,0.007305]","[0.24247491,0.27587324,0.06773065,0.10231359,0.08848276,0.12059756,0.10252726]"
ablation,11,argmax,1,1011,1,0.0,False,True,1,False,1,1.270607590675354,0.0,1.0000000802195055,1.530811071395874,0.5098472237586975,0.5098472237586975,1,False,0.0,,,"[0.220298,0.570144,0.657438,0.532541,0.24569,0.155273,0.032029,-0.210978,-0.068676,-0.02576,-0.328354,0.028448,0.333408,-0.408769,-0.051984,0.007305]","[0.15696257,0.50984722,0.04877682,0.06526759,0.06051934,0.08574023,0.07288625]"
ablation,11,argmax,1,1011,2,0.0,False,True,2,False,2,1.270607590675354,0.0,1.0000000802195055,1.3314088582992554,0.5841511487960815,0.5841511487960815,2,True,0.0,,,"[0.220298,0.570144,0.657438,0.532541,0.24569,0.155273,0.032029,-0.210978,-0.068676,-0.02576,-0.328354,0.028448,0.333408,-0.408769,-0.051984,0.007305]","[0.02320253,0.01378273,0.58415115,0.11075822,0.10541295,0.04372366,0.1189687]"
ablation,11,argmax,1,1011,3,0.0,False,True,1,False,3,1.270607590675354,0.0,1.0000000802195055,1.7378129959106445,0.3123604357242584,0.3123604357242584,1,True,0.0,,,"[0.220298,0.570144,0.657438,0.532541,0.24569,0.155273,0.032029,-0.210978,-0.068676,-0.02576,-0.328354,0.028448,0.333408,-0.408769,-0.051984,0.007305]","[0.27033377,0.31236044,0.04816832,0.08686557,0.07477325,0.11689691,0.09060174]"
ablation,11,argmax,1,1011,4,0.0,False,True,1,False,4,1.270607590675354,0.0,1.0000000802195055,1.6142799854278564,0.4722495675086975,0.4722495675086975,1,False,0.0,,,"[0.220298,0.570144,0.657438,0.532541,0.24569,0.155273,0.032029,-0.210978,-0.068676,-0.02576,-0.328354,0.028448,0.333408,-0.408769,-0.051984,0.007305]","[0.13739853,0.47224957,0.09607808,0.07455146,0.07560156,0.05198459,0.09213622]"
ablation,11,argmax,1,1011,5,0.0,False,True,1,False,5,1.270607590675354,0.0,1.0000000802195055,1.2405102252960205,0.6476471424102783,0.6476471424102783,1,False,0.0,,,"[0.220298,0.570144,0.657438,0.532541,0.24569,0.155273,0.032029,-0.210978,-0.068676,-0.02576,-0.328354,0.028448,0.333408,-0.408769,-0.051984,0.007305]","[0.12671188,0.64764714,0.03650108,0.04529037,0.04374003,0.04639574,0.05371374]"
ablation,11,argmax,1,1011,6,0.0,False,True,5,False,6,1.270607590675354,0.0,1.0000000802195055,1.4131522178649902,0.5493374466896057,0.5493374466896057,5,True,0.0,,,"[0.220298,0.570144,0.657438,0.532541,0.24569,0.155273,0.032029,-0.210978,-0.068676,-0.02576,-0.328354,0.028448,0.333408,-0.408769,-0.051984,0.007305]","[0.03940176,0.00712709,0.09457731,0.12852868,0.09467957,0.54933745,0.08634812]"
ablation,11,argmax,1,1011,7,0.0,False,True,2,False,7,1.270607590675354,0.0,1.0000000802195055,1.0328913927078247,0.6965487599372864,0.6965487599372864,2,True,0.0,,,"[0.220298,0.570144,0.657438,0.532541,0.24569,0.155273,0.032029,-0.210978,-0.068676,-0.02576,-0.328354,0.028448,0.333408,-0.408769,-0.051984,0.007305]","[0.00554283,0.00246139,0.69654876,0.08098015,0.09158329,0.02172165,0.10116191]"
ablation,11,argmax,1,1011,8,0.0,False,True,2,False,8,1.270607590675354,0.0,1.0000000802195055,1.0451345443725586,0.6917320489883423,0.6917320489883423,2,False,0.0,,,"[0.220298,0.570144,0.657438,0.532541,0.24569,0.155273,0.032029,-0.210978,-0.068676,-0.02576,-0.328354,0.028448,0.333408,-0.408769,-0.051984,0.007305]","[0.00492329,0.0013127,0.69173205,0.08655245,0.0873354,0.02803185,0.10011233]"
ablation,11,argmax,1,1011,9,0.0,False,True,2,False,9,1.270607590675354,0.0,1.0000000802195055,1.1569623947143555,0.6518592834472656,0.6518592834472656,2,False,0.0,,,"[0.220298,0.570144,0.657438,0.532541,0.24569,0.155273,0.032029,-0.210978,-0.068676,-0.02576,-0.328354,0.028448,0.333408,-0.408769,-0.051984,0.007305]","[0.01008026,0.0017202,0.65185928,0.09952785,0.09325059,0.04759139,0.09597047]"
