model_type,seed,action_mode,episode_id,episode_seed,step,reward,done,success,action,goal_updated,goal_age,goal_norm,goal_delta_l2,goal_cosine_prev,policy_entropy,top1_prob,chosen_action_prob,top1_action,action_changed_from_prev_step,hidden_norm,action_prob_kl_from_prev,top1_action_changed_on_goal_update,goal_vector,action_probs
baseline,11,sample,1,1011,0,0.0,False,True,0,True,0,2.1245217323303223,,,1.7124145030975342,0.3658805787563324,0.3658805787563324,0,,2.650977611541748,,,"[-0.568166,0.111,-0.021118,0.577619,-1.153392,-0.554788,-0.378814,0.079362,0.171448,0.208151,-0.097917,0.070957,-0.916173,-0.26568,0.887586,0.52092]","[0.36588058,0.20105354,0.03763805,0.0912918,0.075325,0.14928336,0.07952766]"
baseline,11,sample,1,1011,1,0.0,False,True,3,False,1,2.1245217323303223,0.0,1.0000001342002076,1.700260877609253,0.40295636653900146,0.09013330191373825,0,False,2.650977611541748,,,"[-0.568166,0.111,-0.021118,0.577619,-1.153392,-0.554788,-0.378814,0.079362,0.171448,0.208151,-0.097917,0.070957,-0.916173,-0.26568,0.887586,0.52092]","[0.40295637,0.18927313,0.06476141,0.0901333,0.07589649,0.09067132,0.086308]"
baseline,11,sample,1,1011,2,0.0,False,True,6,False,2,2.1245217323303223,0.0,1.0000001342002076,1.700260877609253,0.40295636653900146,0.08630799502134323,0,False,2.650977611541748,,,"[-0.568166,0.111,-0.021118,0.577619,-1.153392,-0.554788,-0.378814,0.079362,0.171448,0.208151,-0.097917,0.070957,-0.916173,-0.26568,0.887586,0.52092]","[0.40295637,0.18927313,0.06476141,0.0901333,0.07589649,0.09067132,0.086308]"
baseline,11,sample,1,1011,3,0.0,False,True,0,False,3,2.1245217323303223,0.0,1.0000001342002076,1.700260877609253,0.40295636653900146,0.40295636653900146,0,False,2.650977611541748,,,"[-0.568166,0.111,-0.021118,0.577619,-1.153392,-0.554788,-0.378814,0.079362,0.171448,0.208151,-0.097917,0.070957,-0.916173,-0.26568,0.887586,0.52092]","[0.40295637,0.18927313,0.06476141,0.0901333,0.07589649,0.09067132,0.086308]"
baseline,11,sample,1,1011,4,0.0,False,True,6,False,4,2.1245217323303223,0.0,1.0000001342002076,1.3570953607559204,0.5716659426689148,0.10744594037532806,2,True,2.650977611541748,,,"[-0.568166,0.111,-0.021118,0.577619,-1.153392,-0.554788,-0.378814,0.079362,0.171448,0.208151,-0.097917,0.070957,-0.916173,-0.26568,0.887586,0.52092]","[0.00805573,0.02141359,0.57166594,0.09399732,0.11533267,0.08208884,0.10744594]"
baseline,11,sample,1,1011,5,0.0,False,True,2,False,5,2.1245217323303223,0.0,1.0000001342002076,1.3570953607559204,0.5716659426689148,0.5716659426689148,2,False,2.650977611541748,,,"[-0.568166,0.111,-0.021118,0.577619,-1.153392,-0.554788,-0.378814,0.079362,0.171448,0.208151,-0.097917,0.070957,-0.916173,-0.26568,0.887586,0.52092]","[0.00805573,0.02141359,0.57166594,0.09399732,0.11533267,0.08208884,0.10744594]"
baseline,11,sample,1,1011,6,0.0,False,True,0,False,6,2.1245217323303223,0.0,1.0000001342002076,1.1468645334243774,0.6612292528152466,0.6612292528152466,0,True,2.650977611541748,,,"[-0.568166,0.111,-0.021118,0.577619,-1.153392,-0.554788,-0.378814,0.079362,0.171448,0.208151,-0.097917,0.070957,-0.916173,-0.26568,0.887586,0.52092]","[0.66122925,0.06055733,0.01113728,0.03631053,0.03697957,0.1577279,0.03605814]"
baseline,11,sample,1,1011,7,0.0,False,True,6,False,7,2.1245217323303223,0.0,1.0000001342002076,1.5567741394042969,0.47789883613586426,0.08005087822675705,5,True,2.650977611541748,,,"[-0.568166,0.111,-0.021118,0.577619,-1.153392,-0.554788,-0.378814,0.079362,0.171448,0.208151,-0.097917,0.070957,-0.916173,-0.26568,0.887586,0.52092]","[0.04915784,0.01921532,0.13276835,0.11532334,0.12558542,0.47789884,0.08005088]"
baseline,11,sample,1,1011,8,0.0,False,True,0,False,8,2.1245217323303223,0.0,1.0000001342002076,1.5567741394042969,0.47789883613586426,0.04915783554315567,5,False,2.650977611541748,,,"[-0.568166,0.111,-0.021118,0.577619,-1.153392,-0.554788,-0.378814,0.079362,0.171448,0.208151,-0.097917,0.070957,-0.916173,-0.26568,0.887586,0.52092]","[0.04915784,0.01921532,0.13276835,0.11532334,0.12558542,0.47789884,0.08005088]"
baseline,11,sample,1,1011,9,0.0,False,True,1,False,9,2.1245217323303223,0.0,1.0000001342002076,1.4126019477844238,0.5602422952651978,0.5602422952651978,1,True,2.650977611541748,,,"[-0.568166,0.111,-0.021118,0.577619,-1.153392,-0.554788,-0.378814,0.079362,0.171448,0.208151,-0.097917,0.070957,-0.916173,-0.26568,0.887586,0.52092]","[0.15690894,0.5602423,0.02718246,0.07062522,0.0548401,0.0519136,0.07828736]"
